year,key,count,fatalities
2018,Fire fighting,0,0
2018,Illegal Flight,0,0
2018,International Scheduled Passenger,0,0
2018,Military,1,18
2018,Non Scheduled Passenger,1,1
2018,Official state flight,0,0
2018,Parachuting,0,0
2018,Passenger,0,0
2018,Private,2,2
2018,Scheduled Passenger,1,0
2018,Survey/research,0,0
2018,Test,0,0
2018,Training,0,0
2018,Unknown,1,0
